"id"	"exp_condition"	"workerid"	"round"	"round_step"	"total_step"	"participant_x"	"participant_y"	"participant_action"	"participant_points"	"learner_x"	"learner_y"	"learner_action"	"reaction_time"	"is_collision"	"participant_gets_goal"	"learner_gets_goal"	"computation_time"	"learner_iterations"	"date_time"
6310	"f"	"UzcusTNxF2"	10	4	82	2	0	"right"	10	3	1	"left"	856	0	0	0	576	0	"2015-10-15T22:51:59.292Z"
6311	"f"	"8vfXyBuTAC"	5	3	33	2	1	"right"	0	2	0	"left"	3849	0	0	0	172	0	"2015-10-15T22:51:46.848Z"
6312	"s"	"Zh1MLlISAE"	11	10	108	3	1	"wait"	10	4	1	"down"	821	1	0	0	507	0	"2015-10-15T22:51:57.953Z"
6313	"f"	"cg30Fxw2CY"	7	4	70	3	1	"right"	7	4	2	"down"	1465	1	0	0	162	0	"2015-10-15T22:43:12.172Z"
6314	"f"	"UzcusTNxF2"	10	5	83	3	0	"right"	10	2	1	"left"	652	0	0	0	565	0	"2015-10-15T22:52:00.265Z"
6315	"f"	"cg30Fxw2CY"	7	5	71	3	1	"right"	7	4	2	"down"	332	1	0	0	136	0	"2015-10-15T22:43:12.812Z"
6316	"s"	"EaivrqabCG"	1	3	10	2	2	"right"	0	2	1	"left"	4438	0	0	0	468	0	"2015-10-15T22:54:18.372Z"
6317	"s"	"Zh1MLlISAE"	11	11	109	3	1	"right"	10	4	0	"up"	588	1	0	0	375	0	"2015-10-15T22:51:58.876Z"
6318	"f"	"cg30Fxw2CY"	7	6	72	3	1	"right"	7	4	2	"down"	369	1	0	0	146	0	"2015-10-15T22:43:13.489Z"
6319	"f"	"m9ncUQfmjD"	1	6	13	2	1	"wait"	1	3	1	"left"	6790	1	0	0	271	0	"2015-10-15T22:52:10.587Z"
6320	"s"	"EaivrqabCG"	1	4	11	3	2	"right"	0	1	1	"left"	476	0	0	1	455	0	"2015-10-15T22:54:19.163Z"
6321	"s"	"Zh1MLlISAE"	11	12	110	3	1	"wait"	10	4	0	"up"	667	1	0	0	339	0	"2015-10-15T22:51:59.863Z"
6322	"f"	"cg30Fxw2CY"	7	7	73	3	1	"right"	7	4	2	"down"	404	1	0	0	170	0	"2015-10-15T22:43:14.201Z"
6323	"f"	"UzcusTNxF2"	10	6	84	4	0	"up"	10	1	1	"left"	2205	0	1	1	611	0	"2015-10-15T22:52:02.778Z"
6324	"f"	"cg30Fxw2CY"	7	8	74	3	1	"right"	7	4	2	"down"	325	1	0	0	158	0	"2015-10-15T22:43:14.835Z"
6325	"s"	"Zh1MLlISAE"	11	13	111	3	1	"wait"	10	4	1	"right"	654	1	0	0	332	0	"2015-10-15T22:52:00.831Z"
6326	"f"	"cg30Fxw2CY"	7	9	75	3	1	"right"	7	4	2	"down"	329	1	0	0	144	0	"2015-10-15T22:43:15.471Z"
6327	"f"	"8vfXyBuTAC"	5	4	34	3	1	"wait"	0	1	0	"left"	2138	1	0	0	187	0	"2015-10-15T22:51:49.309Z"
6328	"f"	"cg30Fxw2CY"	7	10	76	3	1	"wait"	7	4	2	"down"	396	1	0	0	141	0	"2015-10-15T22:43:16.174Z"
6329	"f"	"cg30Fxw2CY"	7	11	77	3	1	"wait"	7	4	1	"right"	477	1	0	0	138	0	"2015-10-15T22:43:16.958Z"
6330	"f"	"8vfXyBuTAC"	5	5	35	3	1	"right"	0	0	0	"up"	2010	0	1	1	1313	7	"2015-10-15T22:51:51.640Z"
6331	"s"	"Zh1MLlISAE"	11	14	112	3	1	"wait"	10	4	1	"up"	2316	1	0	0	2030	6	"2015-10-15T22:52:03.466Z"
6332	"f"	"cg30Fxw2CY"	7	12	78	3	1	"wait"	7	4	1	"down"	417	1	0	0	155	0	"2015-10-15T22:43:17.682Z"
6333	"f"	"UzcusTNxF2"	11	0	85	0	1	"right"	11	4	1	"left"	1022	0	0	0	567	0	"2015-10-15T22:52:06.377Z"
6334	"f"	"cg30Fxw2CY"	7	13	79	3	1	"right"	7	4	0	"up"	412	1	0	0	140	0	"2015-10-15T22:43:18.404Z"
6335	"s"	"Zh1MLlISAE"	11	15	113	3	1	"right"	10	4	2	"left"	831	0	1	0	639	1	"2015-10-15T22:52:04.613Z"
6336	"f"	"cg30Fxw2CY"	7	14	80	3	1	"right"	7	4	0	"up"	383	1	0	0	140	0	"2015-10-15T22:43:19.093Z"
6337	"s"	"EaivrqabCG"	2	0	12	0	1	"right"	0	4	1	"left"	2644	0	0	0	511	0	"2015-10-15T22:54:24.417Z"
6338	"f"	"m9ncUQfmjD"	1	7	14	2	1	"wait"	1	3	1	"left"	5510	1	0	0	215	0	"2015-10-15T22:52:16.419Z"
6339	"f"	"UzcusTNxF2"	11	1	86	1	1	"right"	11	3	1	"wait"	809	1	0	0	596	0	"2015-10-15T22:52:07.514Z"
6340	"f"	"cg30Fxw2CY"	7	15	81	3	1	"right"	7	4	0	"up"	349	1	0	0	140	0	"2015-10-15T22:43:19.748Z"
6341	"f"	"m9ncUQfmjD"	1	8	15	2	1	"down"	1	3	1	"left"	578	0	0	0	226	0	"2015-10-15T22:52:17.327Z"
6342	"f"	"cg30Fxw2CY"	7	16	82	3	1	"wait"	7	4	0	"up"	286	1	0	0	130	0	"2015-10-15T22:43:20.344Z"
6343	"s"	"EaivrqabCG"	2	1	13	1	1	"down"	0	3	1	"left"	1481	0	0	0	496	0	"2015-10-15T22:54:26.219Z"
6344	"f"	"cg30Fxw2CY"	7	17	83	3	1	"wait"	7	4	1	"wait"	498	1	0	0	157	0	"2015-10-15T22:43:21.151Z"
6345	"f"	"m9ncUQfmjD"	1	9	16	2	0	"right"	1	2	1	"right"	1343	0	0	0	1144	4	"2015-10-15T22:52:18.995Z"
6346	"f"	"cg30Fxw2CY"	7	18	84	3	1	"wait"	7	4	1	"left"	525	1	0	0	139	0	"2015-10-15T22:43:21.983Z"
6347	"f"	"UzcusTNxF2"	11	2	87	2	1	"down"	11	3	1	"wait"	2417	1	0	0	2224	3	"2015-10-15T22:52:10.247Z"
6348	"s"	"Zh1MLlISAE"	12	0	114	0	1	"right"	11	4	1	"left"	949	0	0	0	434	0	"2015-10-15T22:52:08.130Z"
6349	"s"	"EaivrqabCG"	2	2	14	1	0	"right"	0	2	1	"left"	1218	0	0	0	469	0	"2015-10-15T22:54:27.750Z"
6350	"f"	"m9ncUQfmjD"	1	10	17	3	0	"right"	1	3	1	"left"	799	0	0	0	474	1	"2015-10-15T22:52:20.116Z"
6351	"s"	"Zh1MLlISAE"	12	1	115	1	1	"right"	11	3	1	"left"	617	1	0	0	325	0	"2015-10-15T22:52:09.073Z"
6352	"f"	"UzcusTNxF2"	11	3	88	2	0	"right"	11	3	1	"left"	1039	0	0	0	652	0	"2015-10-15T22:52:11.619Z"
6353	"f"	"cg30Fxw2CY"	7	19	85	3	1	"wait"	7	4	1	"down"	1086	1	0	0	829	5	"2015-10-15T22:43:23.376Z"
6354	"s"	"EaivrqabCG"	2	3	15	2	0	"wait"	0	1	1	"left"	970	1	0	1	493	0	"2015-10-15T22:54:29.036Z"
6355	"s"	"Zh1MLlISAE"	12	2	116	1	1	"wait"	11	3	1	"up"	573	1	0	0	341	0	"2015-10-15T22:52:09.963Z"
6356	"f"	"UzcusTNxF2"	11	4	89	3	0	"right"	11	2	1	"left"	806	0	0	0	584	0	"2015-10-15T22:52:12.789Z"
6357	"f"	"8vfXyBuTAC"	6	0	36	0	1	"right"	1	4	1	"down"	4463	0	0	0	183	0	"2015-10-15T22:51:58.679Z"
6358	"s"	"Zh1MLlISAE"	12	3	117	1	1	"right"	11	3	2	"left"	361	0	0	0	326	0	"2015-10-15T22:52:10.642Z"
6359	"f"	"m9ncUQfmjD"	1	11	18	4	0	"up"	1	2	1	"left"	1896	0	1	0	1655	6	"2015-10-15T22:52:22.338Z"
6360	"s"	"Zh1MLlISAE"	12	4	118	2	1	"right"	11	2	2	"left"	482	0	0	0	324	0	"2015-10-15T22:52:11.442Z"
6361	"f"	"UzcusTNxF2"	11	5	90	4	0	"up"	11	1	1	"left"	835	0	1	1	597	0	"2015-10-15T22:52:13.978Z"
6362	"f"	"cg30Fxw2CY"	7	20	86	3	1	"right"	7	4	0	"up"	2589	1	0	0	845	5	"2015-10-15T22:43:26.273Z"
6363	"f"	"8vfXyBuTAC"	6	1	37	1	1	"right"	1	4	0	"left"	2490	0	0	0	187	0	"2015-10-15T22:52:01.483Z"
6364	"s"	"Zh1MLlISAE"	12	5	119	3	1	"right"	11	1	2	"left"	738	0	1	0	663	1	"2015-10-15T22:52:12.500Z"
6365	"s"	"EaivrqabCG"	3	0	16	0	1	"right"	0	4	1	"left"	1761	0	0	0	469	0	"2015-10-15T22:54:33.380Z"
6366	"f"	"cg30Fxw2CY"	7	21	87	3	1	"wait"	7	4	0	"up"	1520	1	0	0	861	5	"2015-10-15T22:43:28.102Z"
6367	"s"	"EaivrqabCG"	3	1	17	1	1	"right"	0	3	1	"left"	831	1	0	0	463	0	"2015-10-15T22:54:34.518Z"
6368	"f"	"m9ncUQfmjD"	2	0	19	0	1	"right"	2	4	1	"left"	1541	0	0	0	212	0	"2015-10-15T22:52:26.481Z"
6369	"s"	"Zh1MLlISAE"	13	0	120	0	1	"right"	12	4	1	"up"	810	0	0	0	318	0	"2015-10-15T22:52:15.883Z"
6370	"s"	"EaivrqabCG"	3	2	18	1	1	"wait"	0	3	1	"left"	776	1	0	0	452	0	"2015-10-15T22:54:35.601Z"
6371	"f"	"UzcusTNxF2"	12	0	91	0	1	"right"	12	4	1	"wait"	2071	1	0	0	595	0	"2015-10-15T22:52:18.636Z"
6372	"f"	"cg30Fxw2CY"	7	22	88	3	1	"right"	7	4	1	"wait"	2327	1	0	0	1056	7	"2015-10-15T22:43:30.736Z"
6373	"s"	"Zh1MLlISAE"	13	1	121	1	1	"right"	12	4	2	"left"	793	0	0	0	517	0	"2015-10-15T22:52:17.003Z"
6374	"f"	"UzcusTNxF2"	12	1	92	1	1	"right"	12	4	1	"left"	710	0	0	0	563	0	"2015-10-15T22:52:19.672Z"
6375	"f"	"cg30Fxw2CY"	7	23	89	3	1	"down"	7	4	1	"up"	545	0	0	0	157	0	"2015-10-15T22:43:31.590Z"
6376	"s"	"Zh1MLlISAE"	13	2	122	2	1	"right"	12	3	2	"wait"	566	1	0	0	377	0	"2015-10-15T22:52:17.887Z"
6377	"f"	"cg30Fxw2CY"	7	24	90	3	0	"right"	7	4	2	"wait"	233	1	0	0	130	0	"2015-10-15T22:43:32.131Z"
6378	"f"	"8vfXyBuTAC"	6	2	38	2	1	"right"	1	3	0	"left"	5295	0	0	0	187	0	"2015-10-15T22:52:07.097Z"
6379	"s"	"EaivrqabCG"	3	3	19	1	1	"right"	0	2	1	"wait"	2148	1	0	0	439	0	"2015-10-15T22:54:38.054Z"
6380	"f"	"cg30Fxw2CY"	7	25	91	4	0	"up"	7	4	2	"down"	455	1	0	0	155	0	"2015-10-15T22:43:32.893Z"
6381	"f"	"UzcusTNxF2"	12	2	93	2	1	"right"	12	3	1	"left"	754	1	0	0	611	0	"2015-10-15T22:52:20.740Z"
6382	"s"	"Zh1MLlISAE"	13	3	123	3	1	"right"	12	3	2	"up"	1260	0	1	0	1002	2	"2015-10-15T22:52:19.469Z"
6383	"f"	"cg30Fxw2CY"	7	26	92	4	0	"left"	7	4	2	"down"	500	0	0	0	146	0	"2015-10-15T22:43:33.701Z"
6384	"f"	"UzcusTNxF2"	12	3	94	2	1	"right"	12	3	1	"wait"	1106	1	0	0	623	0	"2015-10-15T22:52:22.179Z"
